thread_id,customer_tweet_id,customer_text,customer_created_at,brand_tweet_id,brand_text,brand_created_at,has_further_customer_reply,response_latency_seconds
AmericanAir_599553,599554,"@116462 @AmericanAir for real? $26 for WiFi ORD to SAN and the service is like @221616 dial up circa 1999. At least @116450 WiFi works. Sincerely, frequent AA flyer.",Sun Dec 03 20:30:00 +0000 2017,599553,@262234 We’ve got great Wi-Fi speeds on board. Please check with our friends @116462 and they might be able to troubleshoot.,Sun Dec 03 20:37:03 +0000 2017,False,423.0
AmericanAir_450179,450178,"@AmericanAir @AmericanAir, where is my bag?",Fri Dec 01 04:14:44 +0000 2017,450179,@221706 Your bag has been picked up by the delivery company. You can track that here: https://t.co/CWhl8tcyzH,Fri Dec 01 04:40:25 +0000 2017,False,1541.0
AmericanAir_192371,192372,The pilot on @AmericanAir flight 781 is hilarious! #thankyou 😂 #traveldiaries,Wed Oct 04 12:25:59 +0000 2017,192371,@161191 Sounds like they're multi-talented! #AAwesome,Wed Oct 04 12:41:15 +0000 2017,False,916.0
AmericanAir_777902,777900,@AmericanAir nothing in the morning?,Thu Oct 12 04:13:32 +0000 2017,777902,@287113 We're not sure what you mean?,Thu Oct 12 04:34:50 +0000 2017,False,1278.0
AmericanAir_1764161,1764162,"i've been on hold for 30+ minutes with @AmericanAir on the phone. Not only they delay my refund, they make me wait so long on the phone. sad",Tue Nov 07 20:54:37 +0000 2017,1764161,"@530706 It's a busy day, but we're all hands on deck and our agents will get back with you as quickly as possible.",Tue Nov 07 21:02:33 +0000 2017,False,476.0
AmericanAir_2653742,2653743,"@AmericanAir Nancy was the most atentitive amazing, stewardess to me abd my mates.  Despite WiFi not working the entire 15 hour flight, and terrible storage space, Nancy, made up for it. Flight 289 ord-pvg.  Nancy was incredible!",Sun Nov 19 06:42:59 +0000 2017,2653742,@748339 Nancy is one our #AAngels! We're so glad she took great care of you and your mates. We'll pass our kind words to Nancy. #AATeam,Sun Nov 19 06:55:09 +0000 2017,False,730.0
AmericanAir_1188217,1188218,"@AmericanAir trying to make the best of a DISASTROUS flight home AA64. Help us out, @AmericanAir https://t.co/hbcsA6O2gT",Wed Oct 25 00:08:26 +0000 2017,1188217,"@399035 We'll have an update for you in just a few minutes, and appreciate your patience.",Wed Oct 25 00:20:12 +0000 2017,False,706.0
AmericanAir_1795934,1795935,And now just crossed 3 hour mark in flight delay @AmericanAir w/ no estimated departure time @116147 https://t.co/z7TvnVypeV,Wed Oct 18 00:32:16 +0000 2017,1795934,@539648 We're sorry about the wait. What's your flight number? We'll check on an update for you.,Wed Oct 18 00:37:37 +0000 2017,False,321.0
AmericanAir_1648982,1648980,@AmericanAir Could you DM? Too long to explain in 140 (I’m not 280 material yet).,Tue Oct 17 14:13:57 +0000 2017,1648982,@294009 We've sent you a DM.,Tue Oct 17 14:20:33 +0000 2017,False,396.0
AmericanAir_376402,376400,"@AmericanAir Ok sounds good. Honestly don’t mind, first issue in I think over 2 years",Mon Oct 09 02:49:02 +0000 2017,376402,@205090 We so appreciate your understanding and patience. Thanks for your loyalty.,Mon Oct 09 03:00:26 +0000 2017,False,684.0
AmericanAir_1655893,1655894,"@AmericanAir continues to amaze.Made in time to catch flt, was given wrong boarding pass and had to get off the flt.  Security issues at AA?",Mon Nov 06 02:02:41 +0000 2017,1655893,@505317 We're sorry for the confusion on the boarding pass. Our airport team will go over the next steps with you.,Mon Nov 06 03:18:13 +0000 2017,False,4532.0
AmericanAir_2152748,2152746,"@AmericanAir @AmericanAir, Yes, the crew was asked.....and no wifi.  This seems to be a systemic problem considering 50% of my flights have had no wifi.  I pay a monthly @116462 membership that is being wasted. Can you respond with what % of your plane have wifi?",Fri Nov 10 10:57:26 +0000 2017,2152748,@331535 It varies per flight. But you can always check with us prior to verify if WiFi is available on your flight.,Fri Nov 10 12:29:57 +0000 2017,False,5551.0
AmericanAir_1513977,1513978,@AmericanAir They couldn’t fix the language issue. It was a technical problem. Flight attendants were nice though,Mon Oct 16 22:54:28 +0000 2017,1513977,@471288 We'd like to get this over to our Maintenance team to take a look. Please follow and DM your record locator.,Tue Oct 17 00:10:51 +0000 2017,False,4583.0
AmericanAir_2797610,2797608,@AmericanAir @120944 is TSA PRECHECK open at 4am at SLC?,Tue Nov 21 22:58:54 +0000 2017,2797610,@224069 That's a great question for our friends @120944. They're happy to assist with any inquiries you have.,Tue Nov 21 23:21:01 +0000 2017,False,1327.0
AmericanAir_1983072,1983073,@AmericanAir what is going on with flight 1462 dfw-mia? We've been sitting in a holding area for 30min and nothing #communicationwouldhelp,Wed Nov 01 21:04:49 +0000 2017,1983072,"@586978 We're sorry our crew didn't provide updates, but we were waiting on a gate to open up. We see you've deplaned now and our apologies again.",Wed Nov 01 21:32:22 +0000 2017,False,1653.0
AmericanAir_2434408,2434409,@AmericanAir Been here for over an hour already and not one bag…waiting,Tue Nov 14 15:46:00 +0000 2017,2434408,@695507 We know you're ready to go once you land and apologize for the extra wait time. We'll have them out to everyone shortly.,Tue Nov 14 16:08:16 +0000 2017,False,1336.0
AmericanAir_424374,424372,@AmericanAir Our locator: POUDOM,Tue Oct 10 15:30:55 +0000 2017,424374,@216000 Thanks for your info. Please meet us in DM's so we can provide additional info regarding your experience.,Tue Oct 10 15:39:14 +0000 2017,False,499.0
AmericanAir_34799,34800,"@123555 @AmericanAir Flying to Seoul from the states, so you’ll see plenty of me today!",Wed Nov 01 13:16:56 +0000 2017,34799,@123554 It's going to be another great journey and we're very happy to have you on board. Let the #AAdventure begin!,Wed Nov 01 13:20:54 +0000 2017,False,238.0
AmericanAir_1618115,1618116,spent 10 hours in Memphis airport on Friday bc @AmericanAir is inept. 10 hours to replace oxygen tank. SAD!,Sun Nov 05 14:30:27 +0000 2017,1618115,@496132 We understand how that could be frustrating and apologize for your extended delay and any inconvenience we caused you.,Sun Nov 05 14:38:39 +0000 2017,False,492.0
AmericanAir_1822239,1822240,how does @AmericanAir over book a flight by 7 people?? &amp; then say the next flight out isn’t until tmrw😡,Sun Oct 15 16:22:41 +0000 2017,1822239,@547048 Many of our flights have been cancelled and delayed due to air traffic congestion. Our team will do their best to assign seats to everyone.,Sun Oct 15 17:46:44 +0000 2017,False,5043.0
AmericanAir_2197376,2197375,@AmericanAir I know. Am onboard AA flight and you guys ran out of chees platter and 🐔 wrap by row 18....There are 30+ rows here...,Fri Nov 10 04:06:19 +0000 2017,2197376,"@642359 We'd like to forward this on to our team, Sumaya. Please DM your record locator and which flight that was on.",Fri Nov 10 04:11:46 +0000 2017,False,327.0
AmericanAir_1140246,1140247,Nuevamente @AmericanAir me fastidia los planes de reunión el día de hoy...,Sun Oct 15 15:50:18 +0000 2017,1140246,"@388413 We'll get you safely to your destination just as fast as we can, promise.",Sun Oct 15 15:54:33 +0000 2017,False,255.0
AmericanAir_2068436,2068437,@AmericanAir  I’m at Miami international airport seat down waiting for my conexión at 3:45 and you don’t even Care if I’m handicap,Sun Oct 08 16:17:16 +0000 2017,2068436,@201240 We care for all of our customers and we're happy to help and take your comments very seriously. Please share more details via DM.,Sun Oct 08 16:34:30 +0000 2017,False,1034.0
AmericanAir_2041860,2041861,"No screen, no power. Hard to understand why this is considered acceptable for a 5hr 45 mins flight. @AmericanAir",Wed Oct 04 20:24:55 +0000 2017,2041860,"@603750 We're working to add faster Wi-Fi, power at every seat and a general refresh to our entire fleet. We appreciate your patience as we do this.",Wed Oct 04 20:43:41 +0000 2017,False,1126.0
AmericanAir_332575,332576,And one more outstanding checking experience on @AmericanAir-this time from Noe at GDL. Super nice guy!,Sat Oct 07 18:44:06 +0000 2017,332575,"@195199 We love when our #AATeam takes #AAmazing care of our customers. We love seeing you happy, have a fantastic flight!",Sat Oct 07 19:00:34 +0000 2017,False,988.0
AmericanAir_1029078,1029079,"Horrible experience today with @AmericanAir. Not cool to be treated and, frankly, lied to, as an Exec Plat of many years and loyal customer.",Mon Oct 23 03:28:24 +0000 2017,1029078,@363494 We're so sorry to hear this has been your experience. Please DM if we can help in someway.,Mon Oct 23 03:44:36 +0000 2017,False,972.0
AmericanAir_2901321,2901322,"Absolutely loved flying on your beautiful #Dreamliner, @AmericanAir! That wing...😍 #787 https://t.co/Lqw9ztV5zD",Tue Nov 28 18:13:41 +0000 2017,2901321,@216993 Wow! Truly #beAAutiful.,Tue Nov 28 18:20:48 +0000 2017,False,427.0
AmericanAir_2316954,2316955,Fuck you @AmericanAir you guys are full of bullshit,Mon Nov 13 06:52:52 +0000 2017,2316954,"@671770 You sound frustrated, Will. How can we help?",Mon Nov 13 07:07:27 +0000 2017,False,875.0
AmericanAir_590260,590261,@AmericanAir Please get some new movies in Biz class!! Flying 12 hours and have seen all the “new releases” since Oct is sad for frequent flyers.,Sun Dec 03 16:20:35 +0000 2017,590260,@259591 We're always updating our playlist and appreciate your feedback. All of our new releases can be found here: https://t.co/DrKXzwRGJN,Sun Dec 03 16:32:00 +0000 2017,False,685.0
AmericanAir_1368598,1368599,"""Thank you for your patience..."" I would not classify this crowd as ""patient"" but you're welcome @AmericanAir. #stuckinPhoenix #comeonAC",Fri Oct 27 22:16:39 +0000 2017,1368598,"@438560 We're showing everyone has boarded now, we'll have wheels up very soon.",Fri Oct 27 22:33:16 +0000 2017,False,997.0
AmericanAir_1347008,1347009,Sometimes I really don't understand the @AmericanAir upgrade list but today it worked in my favor! P6 is the new P1...Thanks! #whatsforlunch,Fri Oct 27 16:44:42 +0000 2017,1347008,@434118 It's nice to be up front. Enjoy!,Fri Oct 27 17:05:20 +0000 2017,False,1238.0
AmericanAir_1155390,1155391,"kudos to the four @AmericanAir DFW gate agents that ignored me when i had a question. invisibility cloaks do not exist, BTW.",Tue Oct 24 17:04:12 +0000 2017,1155390,@391793 We love helping whenever we can and we're so sorry to hear otherwise. We're here for you always.,Tue Oct 24 17:44:48 +0000 2017,False,2436.0
AmericanAir_514246,514247,Handled without serious incident. Well done @AmericanAir 1559.,Fri Dec 01 23:58:44 +0000 2017,514246,@238402 We appreciate your patience with the wait. We'll have the flight wheels up just as quickly as we can.,Sat Dec 02 00:10:22 +0000 2017,False,698.0
AmericanAir_907404,907405,.@151271 flying @AmericanAir for the first time! #avgeek,Tue Oct 10 14:35:50 +0000 2017,907404,"@218902 We're so excited to welcome you! Let us know if you have any questions about your flight, we're right here for you.",Tue Oct 10 14:43:51 +0000 2017,False,481.0
AmericanAir_2631754,2631750,"@AmericanAir Not to mention the flight I would have changed to had a stop, mine is direct, but in 4.5 hours.   1 stop flight would get me in 3 hrs earlier.",Fri Nov 17 18:37:37 +0000 2017,2631754,@743128 We're sorry you weren't able to make it out earlier. The flight routing has to remain the same to qualify for a Same Day Flight Change.,Fri Nov 17 18:46:05 +0000 2017,False,508.0
AmericanAir_2280146,2280147,Thanks @AmericanAir for changing my flight not compensating me for anything &amp; making me get home 2hours later!,Sat Nov 11 19:42:13 +0000 2017,2280146,"@662859 Please follow and DM your record locator, Natasha. We'd like to take a look.",Sat Nov 11 20:10:58 +0000 2017,False,1725.0
AmericanAir_564598,564599,Sitting on @AmericanAir flight for 40 mins because we can’t get a gate. Now going to miss international flight. Nobody at @AmericanAir manning phones or DM account. Any ideas?,Sun Dec 03 00:23:17 +0000 2017,564598,@252264 We see your DMs and will be responding shortly.,Sun Dec 03 00:23:43 +0000 2017,False,26.0
AmericanAir_2570995,2570996,"@AmericanAir is it possible to watch the World Series game in flight on October 31, flight 1147 Miami to LAX?",Mon Oct 30 17:24:04 +0000 2017,2570995,"@729105 If you download our App, Amy, we offer streaming to your personal device. Here's more info: https://t.co/RcjsILm7Rc",Mon Oct 30 17:25:18 +0000 2017,False,74.0
AmericanAir_438188,438186,@AmericanAir Maybe ensure your employees don’t treat customers as an afterthought. When I ask a question I shouldn’t be answered like I’m bothering them.,Tue Oct 10 23:09:11 +0000 2017,438188,"@219106 The experience of our customers is paramount to us. We'd like to help if possible, please let us know via DM.",Tue Oct 10 23:29:22 +0000 2017,False,1211.0
AmericanAir_1656864,1656865,@AmericanAir yaaay thank you American Airlines for not providing hotel vouchers when we missed our connection on your delayed flight!! 👏🏼👏🏼,Mon Nov 06 03:09:45 +0000 2017,1656864,"@505581 Sorry for the delay, Dani. Let us know if you need any help getting rebooked.",Mon Nov 06 03:49:06 +0000 2017,False,2361.0
AmericanAir_201702,201703,Getting the Best Customer Service From Airlines &amp; Saying Thanks When You Do https://t.co/pEI4lhUdyk Shout out to @AmericanAir twitter team!!,Wed Oct 04 18:50:07 +0000 2017,201702,"@163646 We're definitely here to help and if we can have a little fun at the same time, why not! This honestly made our day, Gary.",Wed Oct 04 19:10:04 +0000 2017,False,1197.0
AmericanAir_2718172,2718173,"@AmericanAir No, the ticket agent refused to check the bags in SAT &amp; when I called customer service later that day, they said that was an error on the ticket agents part because they could’ve sent it with another connecting flight. So her luggage is in TX and she’s in SYD",Mon Nov 20 07:56:16 +0000 2017,2718172,"@762870 Please DM us her record locator, so we can take a closer look.",Mon Nov 20 07:57:25 +0000 2017,False,69.0
AmericanAir_2707203,2707204,@AmericanAir Probably not you’re a giant joke like any other corporations in the USA,Sun Nov 19 23:47:14 +0000 2017,2707203,"@760268 We know delays are disappointing, but we'll get you in as soon as we can.",Sun Nov 19 23:51:22 +0000 2017,False,248.0
AmericanAir_2802727,2802725,@AmericanAir In that scenario would a couple clear on highest status of the two?,Wed Nov 22 02:39:17 +0000 2017,2802727,@164705 It goes by each passenger's status when you switch over to the airport priority list.,Wed Nov 22 02:55:33 +0000 2017,False,976.0
AmericanAir_1176451,1176452,@AmericanAir always uses gate A30 in #phoenix @127663 even when all the gates are empty #travel #dumb,Wed Oct 25 00:37:30 +0000 2017,1176451,@296356 Not every gate is equipped to handle your type of aircraft. We appreciate you joining us on board today!,Wed Oct 25 00:44:03 +0000 2017,False,393.0
AmericanAir_2826283,2826284,"@AmericanAir Please make sure your in-flight entertainment is working before a 9 hour flight!! No movies, TV or radio for the whole trip! Staff couldn't fix it and one seemed put out when we asked for help. Not what I expected!!",Mon Nov 27 10:10:56 +0000 2017,2826283,"@787283 We're sorry to hear that, Hayley. We always want to keep you entertained on board.",Mon Nov 27 10:19:29 +0000 2017,False,513.0
AmericanAir_2323117,2323118,I like my princess status on @AmericanAir 👸🏼,Fri Oct 20 00:07:17 +0000 2017,2323117,@213823 We do too Adaleta! #PrincessLife,Fri Oct 20 00:08:18 +0000 2017,False,61.0
AmericanAir_1611612,1611613,My grandfather and the other 72 local Korean War vets went to DC and just came back to the 239!  #AmericanAirlines @AmericanAir @80819 https://t.co/R0fZjNPnKK,Sun Nov 05 11:54:57 +0000 2017,1611612,@494629 That's #AAwesome! Please thanks your grandfather for his service from us.,Sun Nov 05 11:59:32 +0000 2017,False,275.0
AmericanAir_2699597,2699598,"Checking out @AmericanAir ‘s Admirals Club in MCO before we check out mentally. We’re tired! 😜

#AAdvantage #AdmiralsClub #Travel #Jetset #MCO #CLT https://t.co/UJV2mIz1sq",Sun Nov 19 19:23:06 +0000 2017,2699597,@148108 Have a great time in the Club! Sounds like you're due for a nap when you get on board.,Sun Nov 19 20:08:28 +0000 2017,False,2722.0
AmericanAir_2366548,2366546,@AmericanAir Flight 1039,Tue Nov 14 00:01:21 +0000 2017,2366548,@683146 Our sincerest apologies. We see the flight is set to depart at 9:45p. We very much appreciate your patience.,Tue Nov 14 00:41:39 +0000 2017,False,2418.0
AmericanAir_1806395,1806396,@AmericanAir @153717 recent trip with finnair miles posted except mt outbound ord-hel. But hel-bud-hel-ord posted. Why am i missing ord-hel segment?,Mon Oct 16 17:39:53 +0000 2017,1806395,@307016 We'd suggest contacting our folks in AAdvantage Customer Service for more info. They're available M-F 8a-7p CST at 800-882-8880.,Mon Oct 16 17:58:55 +0000 2017,False,1142.0
AmericanAir_1182660,1182661,@AmericanAir Attendants enjoying a nice leisurely 2.5 hour flight when the main cabin couldn’t even get water.  No it wasn’t turbulent! https://t.co/7j8lofCIjc,Tue Oct 24 22:02:19 +0000 2017,1182660,"@398122 We'll make sure to let the right team know about this, Tracy. Our sincere apologies for this experience.",Tue Oct 24 22:44:07 +0000 2017,False,2508.0
AmericanAir_2870160,2870159,@AmericanAir I have a claim record. Becky from the Reno call center said #AmericanAirlines was going to send a mail and also gave me the 808664010 number! 24 hours later nothing!!!,Tue Nov 28 03:03:17 +0000 2017,2870160,"@796993 It will take some time to investigate the claim. Once they're done, they'll contact you directly.",Tue Nov 28 03:08:19 +0000 2017,False,302.0
AmericanAir_1863163,1863164,@AmericanAir I DMed you.... Is there anything more you can do?,Fri Oct 20 12:37:55 +0000 2017,1863163,@556730 A bag charge will be collected at the gate when the bag is too big to fit in the sizer. Please see details at: https://t.co/AqqDo7qAE3,Fri Oct 20 12:44:15 +0000 2017,False,380.0
AmericanAir_1898955,1898956,"@381883 @AmericanAir @46763 That’s the truth.. with my schedule now including a European trip or two, my numbers are going up.",Mon Oct 23 19:57:07 +0000 2017,1898955,"@374916 Yeah, we like to keep that on the down low so let's keep that between us #Plats. That's definitely not the dance we're doing. #wild",Mon Oct 23 19:59:42 +0000 2017,False,155.0
AmericanAir_1621689,1621687,@AmericanAir Wow your playlists are lit,Sun Nov 05 19:40:35 +0000 2017,1621689,@484757 We have a variety of music for all kinds of customers. Enjoy!,Sun Nov 05 19:55:48 +0000 2017,False,913.0
AmericanAir_748848,748847,"Seems @116462 is basically worthless on @AmericanAir. Glad I usually fly @Delta ✈️ 

#FollowThePath #RonR... #NoLetUp!👊🏻.",Wed Oct 11 16:25:59 +0000 2017,748848,"@299014 We know staying connected is important. We'll be sure to let our friends @116462 know, Ted.",Wed Oct 11 16:38:47 +0000 2017,False,768.0
AmericanAir_1592207,1592208,@AmericanAir Thanks for always answering my tweets.  We have pulled in and are deplaning,Sun Nov 05 00:47:19 +0000 2017,1592207,"@489426 We're here for you, always. We're glad you're on your way.",Sun Nov 05 00:49:19 +0000 2017,False,120.0
AmericanAir_316692,316693,@AmericanAir Thank you for the apology. Can you please clarify the benefits that come with being a AAdvantage red card holder?,Sat Oct 21 10:48:27 +0000 2017,316692,@191619 Sure we can! Take a look here: https://t.co/OQin18rI7t If you have any questions let us know.,Sat Oct 21 10:50:12 +0000 2017,False,105.0
AmericanAir_2508411,2508412,@715131 @AmericanAir Even Apple is telling my wife that this has taken too long https://t.co/cb5XmH10Lb,Wed Nov 15 21:53:06 +0000 2017,2508411,@713728 We know your time is valuable. Our sincere apologies for the extra time today.,Wed Nov 15 22:06:04 +0000 2017,False,778.0
AmericanAir_2800767,2800768,"@AmericanAir Home run with the MIA FL! Outstanding, and the showers are amazing! 👍🏼👍🏼👍🏼",Tue Nov 21 23:35:21 +0000 2017,2800767,"@216897 We're so glad you like it, Paul!",Tue Nov 21 23:59:03 +0000 2017,False,1422.0
AmericanAir_572114,572115,"@AmericanAir Uhhhh...that’s great, glad to hear it...but this article is about @AmericanAir cutting legroom in first class in your new configuration.",Sun Dec 03 04:46:05 +0000 2017,572114,@196639 The article is about our new 737 MAX only.,Sun Dec 03 04:47:13 +0000 2017,False,68.0
AmericanAir_1341082,1341083,@AmericanAir You’re my 2nd least fave airline. Flight was an hour late and now ground crew isn’t here at gate. Going to miss my connection 🙄,Fri Oct 27 15:18:10 +0000 2017,1341082,"@432812 We want to be your favorite airline, Kami. Please send a DM our way if you're needing connection help.",Fri Oct 27 15:38:44 +0000 2017,False,1234.0
AmericanAir_2562196,2562197,"@AmericanAir because a flight attendant didn’t show up for over an hour, and the jet bridge screwed up, I may never make it to Phoenix. 😡",Mon Oct 30 15:35:56 +0000 2017,2562196,@727133 We know it's frustrating when plans change last minute. We'll do our best to have you wheels up just as quickly as we can!,Mon Oct 30 15:40:27 +0000 2017,False,271.0
AmericanAir_2005972,2005970,@AmericanAir I don't need the info. I've used it many times. I was checking if there is a new relationship with Sprint that would end T-Mobile's free txt,Wed Oct 18 20:03:34 +0000 2017,2005972,"@593200 Not that we're aware of, but we'd suggest contacting them directly just to be sure.",Wed Oct 18 20:17:40 +0000 2017,False,846.0
AmericanAir_770220,770218,@AmericanAir Thanks,Sat Oct 07 16:13:55 +0000 2017,770220,@303929 Anytime!,Sat Oct 07 16:33:20 +0000 2017,False,1165.0
AmericanAir_318714,318715,"Security breach much, @AmericanAir ?",Sat Oct 07 10:29:59 +0000 2017,318714,@192036 This concerns us. Please DM your record locator and more details.,Sat Oct 07 10:32:58 +0000 2017,False,179.0
AmericanAir_315363,315364,"Hi @AmericanAir, I flew from LA to Hong Kong with you today. It was miserable, and the worst travel experience I've ever had.",Sat Oct 07 06:47:14 +0000 2017,315363,"@191287 We always want you to have a great flight, Matt, and we're sorry that you've had this experience.",Sat Oct 07 07:24:00 +0000 2017,False,2206.0
AmericanAir_2630406,2630407,@AmericanAir so you take away screens at each seat and want us to entertain ourselves with our devices. But no outlets on a 7 hr flight. Really?,Fri Nov 17 17:53:25 +0000 2017,2630406,@152558 We know this is an important part of your flying experience. Soon every flight in our fleet will offer outlets at every seat.,Fri Nov 17 18:08:30 +0000 2017,False,905.0
AmericanAir_2264309,2264310,Hi @AmericanAir I'm on your plane for just 20 minutes and it has already been an unpleasant flight. Do you teach rudeness to your crew?,Sat Nov 11 02:45:45 +0000 2017,2264309,@659130 Our team is expected to be courteous and respectful at all times. We're sincerely sorry if this wasn't the case today.,Sat Nov 11 03:49:09 +0000 2017,False,3804.0
AmericanAir_1243961,1243962,@AmericanAir @Delta one way return $ is beyond offensive! https://t.co/dIJqfQHqjb,Wed Oct 25 23:12:44 +0000 2017,1243961,@411842 Fares are based on availability. Our apologies for the disappointment.,Wed Oct 25 23:44:18 +0000 2017,False,1894.0
AmericanAir_1236400,1236401,@AmericanAir @388155 Disappointed in u aa.  Never again will I fly with u. #aadoesntcare,Mon Oct 16 01:41:43 +0000 2017,1236400,"@409986 We have your DM and will answer there, Tammi.",Mon Oct 16 01:54:11 +0000 2017,False,748.0
AmericanAir_2286370,2286369,"@AmericanAir Once airborne, you can’t sell those seats. So instead of allowing passengers to spread out, you force them to remain packed like sardines?",Sun Nov 12 01:43:07 +0000 2017,2286370,@664362 We appreciate your feedback on where you feel the experience can be improved!,Sun Nov 12 01:45:02 +0000 2017,False,115.0
AmericanAir_972079,972077,@AmericanAir Thanks. I’ve tried that. They’re closed. Work weekdays only. I called offices in USA and UK. Had to pay for both calls. Still no solution.,Sat Oct 14 06:26:50 +0000 2017,972079,"@350597 If you're paying with an international credit card, you'd be able to pay online.",Sat Oct 14 06:47:02 +0000 2017,False,1212.0
AmericanAir_1863810,858274,@British_Airways @AmericanAir Now we came out of the page and went back in and one of our seats have been removed and it's saying now we can't check in online poor show,Fri Oct 20 13:50:18 +0000 2017,1863810,"@323810 You may need to check in with our confirmation code, Kenny. Please follow and DM us and we'll provide that info for you, if you need it.",Fri Oct 20 13:53:12 +0000 2017,False,174.0
AmericanAir_461714,461715,@AmericanAir  https://t.co/2OavJJVBn9,Fri Dec 01 02:19:53 +0000 2017,461714,"@224693 That's a great pic, Yasmarie! We love you too.",Fri Dec 01 02:24:43 +0000 2017,False,290.0
AmericanAir_2239028,2239029,@AmericanAir I thought we were cool after that review I gave you. Why did you do this to me. 😒 https://t.co/3xF7ilWtBc,Fri Nov 10 15:01:10 +0000 2017,2239028,@499358 We're so sorry this happened. Please see our Baggage office at the airport to file a claim.,Fri Nov 10 15:18:04 +0000 2017,False,1014.0
AmericanAir_2695357,2695358,"@AmericanAir delayed for 4 hours so far for a one hour flight,
on this lovely Sunday morning.",Sun Nov 19 17:46:26 +0000 2017,2695357,@757454 We rather have you at our destination this morning. Please DM your record locator so we can look at what's going on?,Sun Nov 19 18:11:46 +0000 2017,False,1520.0
AmericanAir_1125900,1125898,@AmericanAir Dear @americanair I work in aviation industry. I get crew rest time. My point is YOU KNEW LAST NITE they wd be unable to take this flight.,Sun Oct 15 14:22:59 +0000 2017,1125900,@385470 Many of our stations were impacted with air traffic congestion delays and cancellations last night causing our crews to be out of rotation.,Sun Oct 15 14:40:41 +0000 2017,False,1062.0
AmericanAir_1930748,1930749,"@AmericanAir why did u move me &amp; husband from 2a &amp; 2c to 1a &amp; 1c? CS told me seat assignments were a courtesy. Huh, so was the $4k I paid.",Sat Oct 28 13:41:38 +0000 2017,1930748,"@232879 We value your business and do all possible to keep your seat assignments. Sometimes due to schedule or operational changes, seats can change",Sat Oct 28 13:56:47 +0000 2017,False,909.0
AmericanAir_2780974,2780972,"@AmericanAir yes, but on domestic flights you don't hand them out (like ORD-MIA) - do you hand them out on Hawai'i?",Tue Nov 21 17:15:17 +0000 2017,2780974,@363440 We're going to find out for sure either way! We'll get back to you.,Tue Nov 21 18:00:44 +0000 2017,False,2727.0
AmericanAir_1162052,1162053,"@americanair (@ Gate A28 in DFW Airport, TX) https://t.co/dFp20Ob6UX https://t.co/gYdUDIKY8o",Sun Oct 15 18:58:40 +0000 2017,1162052,"@158754 Those are some nice tails, Charlie! Enjoy your flight.",Sun Oct 15 19:02:01 +0000 2017,False,201.0
AmericanAir_966441,966442,"Flying on AA36 to Madrid. Great plane, great crew, great dinner (can’t believe I said that). Thanks @AmericanAir",Sat Oct 21 23:28:56 +0000 2017,966441,"@349363 Aww, we're glad to hear our crew is taking fabulous care of you! It's our pleasure to have you flying with us today.",Sat Oct 21 23:47:16 +0000 2017,False,1100.0
AmericanAir_1112273,1112271,@AmericanAir That doesn’t make sense.... Ben sweat his butt off trying to make a flight 2 concourses away that was 6.5hrs after his original dept. time.,Tue Oct 24 04:30:53 +0000 2017,1112273,@122509 We can imagine you got your #airportcardio in for the day.,Tue Oct 24 04:45:25 +0000 2017,False,872.0
AmericanAir_939923,939924,@AmericanAir flt. 336 ran out of overhead space yesterday. Response? Forced people in boarding sec. 9 to pay to check their carryons. Shame.,Wed Oct 11 02:34:17 +0000 2017,939923,@342818 Something sounds off about that. Please DM your record locator and include any additional details you may have.,Wed Oct 11 02:43:42 +0000 2017,False,565.0
AmericanAir_2850166,2850167,Flagship lounge at D30 in Miami 👍👍 nice job @AmericanAir,Mon Nov 27 18:31:13 +0000 2017,2850166,"@179633 Thanks, Gary, we appreciate your thumbs up!",Mon Nov 27 19:02:28 +0000 2017,False,1875.0
AmericanAir_994133,994134,@AmericanAir Flight 1239 delayed in Chi by more than 1 hr so jumped on another flight. Can’t connect w/cust service to cancel/process credit due to long hold time. Record #: OGVQAP. Will not be on flight. Will follow-up for credit/refund options.,Sat Nov 25 17:10:57 +0000 2017,994133,"@355501 Did you rebook your flight with another airline, Rosemary? Please follow and DM your flight details and we'll take a look for you.",Sat Nov 25 17:19:41 +0000 2017,False,524.0
AmericanAir_1521417,1521418,"@AmericanAir @120943 On an international flight to Paris, may I take a laptop in my hand luggage?",Fri Nov 03 17:24:55 +0000 2017,1521417,@472903 You bet. We look forward to welcoming you on board. Here's what you can't bring: https://t.co/8AWSuOkR41,Fri Nov 03 17:27:40 +0000 2017,False,165.0
AmericanAir_2095433,448003,"@AmericanAir How soon until we know?  I am hoping you resolve the issue and we are covered but if I need to make other arrangements, I need to know asap.",Thu Nov 30 18:34:10 +0000 2017,2095433,"@619048 If any flights are affected, we'll be sure to let those customers know as quickly as possible.",Thu Nov 30 19:39:14 +0000 2017,False,3904.0
AmericanAir_848699,848697,@AmericanAir No you did not. United did not have our reservation.,Fri Oct 20 14:58:36 +0000 2017,848699,@321681 We have your DM and have answered you there.,Fri Oct 20 15:03:13 +0000 2017,False,277.0
AmericanAir_2480243,2480241,@AmericanAir We tried everything. No one is helpful.,Sun Oct 29 22:38:06 +0000 2017,2480243,@708773 Please DM your claim number. We'll be happy to check on an update.,Sun Oct 29 22:51:45 +0000 2017,False,819.0
